"username","anime_id","my_watched_episodes","my_start_date","my_finish_date","my_score","my_status","my_rewatching","my_rewatching_ep","my_last_updated","my_tags"
"Cenice",14227,13,"2012-10-02","2012-12-24",7,2,NA,0,1356412746,"romance, comedy"
"Miroi",21267,4,"0000-00-00","0000-00-00",2,2,NA,0,1392464240,""
"Cenice",14751,6,"2014-07-05","0000-00-00",6,3,NA,0,1412640445,"shoujo, magical girl"
"invisibleink",10491,4,"0000-00-00","0000-00-00",4,2,0,0,1490907460,""
"Cenice",10396,12,"2011-10-24","2011-12-28",6,2,NA,0,1325104900,"action, food, school"
"Cenice",5030,12,"2010-08-13","2010-08-21",8,2,NA,0,1282425365,"comedy, trap, yuri"
"Cenice",23289,12,"2014-07-06","2014-09-28",10,2,NA,0,1411921146,"comedy, shoujo"
"Cenice",8769,3,"2010-10-05","0000-00-00",3,4,NA,0,1287447542,"comedy, otaku"
"invisibleink",13659,13,"0000-00-00","0000-00-00",5,2,NA,0,1420603048,"go to hell A-1"
"Cenice",1698,0,"0000-00-00","0000-00-00",0,6,0,0,1296510850,"romance"
"invisibleink",32281,1,"0000-00-00","0000-00-00",9,2,0,0,1486268527,""
"Cenice",113,0,"0000-00-00","0000-00-00",0,6,0,0,1233873707,"scifi, drama"
"Gennon",30205,3,"0000-00-00","0000-00-00",0,4,NA,0,1442257211,""
"Gennon",32828,12,"0000-00-00","2016-09-19",7,2,0,0,1474332526,""
"Shaundu",24439,12,"0000-00-00","2017-04-16",9,2,0,0,1492386467,""
"Gennon",35082,0,"0000-00-00","0000-00-00",0,6,0,0,1489496584,""
"Athala",5947,1,"0000-00-00","0000-00-00",9,2,NA,0,1308976844,""
"Shphuckler",6637,1,"0000-00-00","0000-00-00",9,2,0,0,1419303108,""
"Shphuckler",14811,12,"0000-00-00","0000-00-00",7,2,0,0,1443620660,""
"Gennon",10620,26,"0000-00-00","0000-00-00",5,2,0,0,1441056627,""
"Shphuckler",880,22,"0000-00-00","0000-00-00",6,2,0,0,1419302425,""
"Shphuckler",164,1,"0000-00-00","0000-00-00",7,2,NA,0,1419304141,""
"Gennon",387,13,"0000-00-00","0000-00-00",10,2,NA,0,1441053878,"Rakka S2"
"Athala",4224,25,"2011-07-14","2011-07-17",9,2,NA,0,1310881245,""
"Gennon",1535,37,"0000-00-00","0000-00-00",6,2,0,0,1441052560,"Achei que fosse melhor."
"Gennon",22877,0,"0000-00-00","0000-00-00",0,6,0,0,1458878411,""
"Gennon",12029,0,"0000-00-00","0000-00-00",0,6,NA,0,1449447059,""
"Shphuckler",16774,13,"0000-00-00","0000-00-00",6,2,0,0,1497679171,""
"Gennon",5342,13,"0000-00-00","0000-00-00",6,2,0,0,1441050344,""
"Shphuckler",8795,13,"0000-00-00","0000-00-00",8,2,0,0,1429807795,""
"Gennon",339,13,"0000-00-00","0000-00-00",9,2,0,0,1456958943,""
"Gennon",30484,4,"0000-00-00","0000-00-00",6,1,0,0,1525295161,""
"Dodgers20",12189,1,"0000-00-00","0000-00-00",0,4,NA,0,1335820593,"Doesn't seem that much shitty for a recent KyoAni stuff, but in all honesty, I wasn't impressed that much, even with the apparently high production values in the graphical department."
"ooreneoo",2104,26,"0000-00-00","0000-00-00",10,2,NA,0,1269043325,""
"Dodgers20",6712,0,"0000-00-00","0000-00-00",0,6,0,0,1347904023,""
"Dodgers20",599,4,"0000-00-00","0000-00-00",6,2,NA,0,1402847975,"Like Ghost Sweeper Mikami, except with considerably better animation but considerably worse content. It can still do its job as a very-very light entertainment and has some decent moments, but overall it doesn't offer anything that makes it stick out."
"Dodgers20",72,12,"0000-00-00","0000-00-00",9,2,0,0,1327763103,""
"ooreneoo",9760,0,"0000-00-00","0000-00-00",0,6,0,0,1305088358,""
"Dodgers20",11597,11,"0000-00-00","0000-00-00",6,2,NA,0,1379348677,"The second arc does so many things wrong it's the bastard child of the franchise, and the biggest flaw of this installment. The first one is much better, and better than some of Bake's arcs, but the later installments are more meatier in general."
"Dodgers20",256,1,"0000-00-00","0000-00-00",8,2,0,0,1327952209,""
"ooreneoo",1543,12,"0000-00-00","0000-00-00",7,2,0,0,1357749412,""
"Rella",2236,1,"0000-00-00","0000-00-00",8,2,0,0,1301651163,""
"Lusja",22537,13,"0000-00-00","2016-04-12",0,2,0,0,1460413844,"summer 2014"
"Dodgers20",245,43,"0000-00-00","0000-00-00",10,2,0,0,1327763207,""
"Dodgers20",570,1,"0000-00-00","0000-00-00",8,2,0,0,1331049139,""
"Dodgers20",13271,1,"0000-00-00","0000-00-00",5,2,NA,0,1375894117,"It's rather ironic this is supposed to be a canon side-story, and yet it feels like a lazy cash-in shounen movie. I would rate it a 3 or 4 if I would compare this to the (reboot) series' standards."
"ooreneoo",6880,12,"0000-00-00","0000-00-00",9,2,0,0,1309957463,""
"Dodgers20",777,10,"0000-00-00","0000-00-00",6,2,NA,0,1359133958,"The amount of downright confusing or overdone script towards the end was a blow to the show and some parts could've used more exposition, but in turn it's still one of the better over-the-top/OP action series with a charismatic set of cast."
"Dodgers20",227,6,"0000-00-00","0000-00-00",9,2,NA,0,1341570386,"This certainly needs some more rewatches due to the twisted storytelling, but that aside, it was a pleasure to watch this with its excellent wtf-factor, balls-to-the-walls humour, and stylish storytelling/character design."
"ooreneoo",121,51,"0000-00-00","0000-00-00",9,2,NA,0,1275768088,""
"Dodgers20",9000,1,"2012-07-31","2012-07-31",7,2,NA,0,1343756454,"The script could've been better and the story was a little cliche, but it was still a nice movie neverthless with good dogfights/chara designs, and the general old-school feel is good too."
"ReinMyle",24,0,"0000-00-00","0000-00-00",0,6,NA,0,1334113121,""
"R_asuka",1575,25,"0000-00-00","0000-00-00",8,2,NA,0,1262547810,"yon"
"kache",7674,25,"0000-00-00","2011-04-02",6,2,0,0,1301773146,""
"Taybah",4722,25,"0000-00-00","0000-00-00",0,2,0,0,1321205505,""
"kache",12565,1,"0000-00-00","0000-00-00",7,2,0,0,1374850526,""
"R_asuka",756,0,"0000-00-00","0000-00-00",0,6,0,0,1215030827,""
"R_asuka",274,24,"0000-00-00","0000-00-00",8,2,0,0,1215027711,"yon1"
"R_asuka",1166,0,"0000-00-00","0000-00-00",0,6,0,0,1446263842,""
"kache",4975,6,"0000-00-00","0000-00-00",7,4,0,0,1227383212,""
"R_asuka",1493,26,"0000-00-00","0000-00-00",0,2,0,0,1488533538,""
"kache",31580,11,"0000-00-00","0000-00-00",8,1,0,0,1460372206,""
"kache",9539,3,"0000-00-00","0000-00-00",7,4,0,0,1295892350,""
"kache",8630,12,"0000-00-00","0000-00-00",4,2,0,0,1373504446,""
"Gabber4Life",3225,13,"2012-03-09","2012-04-06",9,2,NA,0,1333701451,""
"R_asuka",710,9,"0000-00-00","0000-00-00",0,2,0,0,1490888392,""
"kache",16762,1,"0000-00-00","0000-00-00",8,2,0,0,1406142661,""
"Taybah",14713,13,"0000-00-00","0000-00-00",9,2,0,0,1359126863,""
"kache",14075,24,"0000-00-00","2014-06-06",8,2,0,0,1402105228,""
"R_asuka",3713,0,"0000-00-00","0000-00-00",7,6,NA,0,1215111525,"mer1"
"R_asuka",2581,25,"0000-00-00","0000-00-00",8,2,NA,0,1264286597,"yon"
"kache",9201,3,"0000-00-00","0000-00-00",8,2,0,0,1382385076,""
"R_asuka",34533,0,"0000-00-00","0000-00-00",0,6,0,0,1492405374,""
"R_asuka",7590,0,"0000-00-00","0000-00-00",0,6,0,0,1262468220,"yon1"
"R_asuka",33674,0,"0000-00-00","0000-00-00",0,6,0,0,1519322797,""
"R_asuka",17855,0,"0000-00-00","0000-00-00",0,6,0,0,1401512381,""
"R_asuka",6992,0,"0000-00-00","0000-00-00",0,6,0,0,1393037147,""
"R_asuka",32438,0,"0000-00-00","0000-00-00",0,6,0,0,1458045133,""
"R_asuka",6479,0,"0000-00-00","0000-00-00",0,6,0,0,1262729811,""
"R_asuka",28805,0,"0000-00-00","0000-00-00",0,6,0,0,1432801327,""
"R_asuka",15455,0,"0000-00-00","0000-00-00",0,6,0,0,1351164765,""
"R_asuka",9253,0,"0000-00-00","0000-00-00",0,6,0,0,1293757278,"yon1f"
"R_asuka",16738,0,"0000-00-00","0000-00-00",0,6,0,0,1382608928,""
"R_asuka",15793,0,"0000-00-00","0000-00-00",0,6,0,0,1368205838,""
"R_asuka",35006,0,"0000-00-00","0000-00-00",0,6,0,0,1489592156,""
"R_asuka",24151,0,"0000-00-00","0000-00-00",0,6,0,0,1401692100,""
"R_asuka",21737,0,"0000-00-00","0000-00-00",0,6,0,0,1428901343,""
"R_asuka",28179,0,"0000-00-00","0000-00-00",0,6,0,0,1468681218,""
"R_asuka",31240,25,"0000-00-00","0000-00-00",10,2,0,0,1511365776,""
"R_asuka",7674,0,"0000-00-00","0000-00-00",0,6,0,0,1264291325,"yon1-f"
"R_asuka",34279,0,"0000-00-00","0000-00-00",0,6,0,0,1515232812,""
"R_asuka",13159,0,"0000-00-00","0000-00-00",0,6,0,0,1406077083,""
"broken-Toybox",26,22,"0000-00-00","0000-00-00",5,2,NA,0,1400848295,""
"broken-Toybox",392,112,"0000-00-00","0000-00-00",7,2,NA,0,1441208848,""
"broken-Toybox",3336,1,"0000-00-00","0000-00-00",3,2,0,0,1404809581,""
"broken-Toybox",492,1,"0000-00-00","0000-00-00",3,2,NA,0,1439908148,""
"broken-Toybox",4156,1,"0000-00-00","0000-00-00",6,2,NA,0,1439967938,""
"broken-Toybox",2813,52,"0000-00-00","0000-00-00",5,2,0,0,1373446012,""
"broken-Toybox",4386,1,"0000-00-00","0000-00-00",1,2,0,0,1446748944,""
"broken-Toybox",5365,1,"0000-00-00","0000-00-00",8,2,0,0,1373483891,""
"broken-Toybox",1299,13,"0000-00-00","0000-00-00",5,2,0,0,1379531049,""
"broken-Toybox",2321,7,"0000-00-00","0000-00-00",7,2,0,0,1404897366,""
"broken-Toybox",1698,23,"0000-00-00","0000-00-00",9,2,NA,0,1373474164,"Romance, Comedy, Music, Josei, Slice of Life"
"broken-Toybox",9563,2,"0000-00-00","0000-00-00",7,2,NA,0,1398165979,""
"broken-Toybox",282,50,"0000-00-00","0000-00-00",7,2,NA,0,1439908126,""
"broken-Toybox",8557,12,"0000-00-00","0000-00-00",8,2,NA,0,1373483152,""
"broken-Toybox",4604,1,"0000-00-00","0000-00-00",0,2,0,0,1445456859,""
"broken-Toybox",98,26,"0000-00-00","0000-00-00",8,2,NA,0,1373468969,""
"broken-Toybox",4447,1,"0000-00-00","0000-00-00",7,2,NA,0,1406406144,""
"broken-Toybox",5814,1,"0000-00-00","0000-00-00",1,2,0,0,1440011552,""
"broken-Toybox",652,9,"0000-00-00","0000-00-00",5,2,NA,0,1439967205,""
"broken-Toybox",195,12,"0000-00-00","0000-00-00",7,2,NA,0,1373472394,""
"Crashdumy16",14813,0,"0000-00-00","0000-00-00",0,6,0,0,1484198830,""
"broken-Toybox",19369,12,"0000-00-00","0000-00-00",5,2,NA,0,1400950990,""
"broken-Toybox",24455,13,"0000-00-00","0000-00-00",5,2,NA,0,1420807355,""
"broken-Toybox",29701,1,"0000-00-00","0000-00-00",3,2,NA,0,1439981130,""
"Crashdumy16",4069,0,"0000-00-00","0000-00-00",0,6,0,0,1518823098,""
"broken-Toybox",32039,12,"0000-00-00","0000-00-00",3,2,0,0,1474481152,""
"Crashdumy16",1956,0,"0000-00-00","0000-00-00",0,6,0,0,1462589013,""
"Crashdumy16",21863,0,"0000-00-00","0000-00-00",0,6,0,0,1476589137,""
"Crashdumy16",28851,0,"0000-00-00","0000-00-00",0,6,0,0,1495074501,""
"broken-Toybox",18507,12,"0000-00-00","0000-00-00",5,2,NA,0,1398164164,""
"broken-Toybox",33021,12,"0000-00-00","0000-00-00",2,2,0,0,1475306740,""
"broken-Toybox",23367,6,"0000-00-00","0000-00-00",2,2,0,0,1407348243,""
"broken-Toybox",19759,1,"0000-00-00","0000-00-00",4,2,NA,0,1439964946,""
"broken-Toybox",27727,12,"0000-00-00","0000-00-00",5,2,NA,0,1439935237,""
"broken-Toybox",20509,10,"0000-00-00","0000-00-00",7,2,NA,0,1415878307,""
"Crashdumy16",72,0,"0000-00-00","0000-00-00",0,6,0,0,1505190291,""
"Crashdumy16",32282,0,"0000-00-00","0000-00-00",0,6,0,0,1461367863,""
"broken-Toybox",23227,1,"0000-00-00","0000-00-00",7,2,NA,0,1439901467,""
"Crashdumy16",10263,0,"0000-00-00","0000-00-00",0,6,0,0,1508178160,""
"broken-Toybox",28221,12,"0000-00-00","0000-00-00",5,2,NA,0,1439979421,""
"NayotaN",169,12,"0000-00-00","0000-00-00",7,2,0,0,1175310931,""
"TwitchyRyukie",4232,0,"0000-00-00","0000-00-00",0,6,0,0,1442532944,""
"NayotaN",4400,2,"2001-00-00","2001-00-00",8,2,0,0,1214588270,""
"NayotaN",297,12,"0000-00-00","0000-00-00",7,2,0,0,1171329632,""
"NayotaN",1269,1,"0000-00-00","0000-00-00",8,2,0,0,1179073643,""
"TwitchyRyukie",23273,22,"2016-12-09","2016-12-11",0,2,0,0,1481468213,""
"NayotaN",76,13,"0000-00-00","0000-00-00",8,2,0,0,1175570240,""
"TwitchyRyukie",1968,0,"0000-00-00","0000-00-00",0,6,0,0,1442532942,""
"TwitchyRyukie",32866,0,"0000-00-00","0000-00-00",0,6,0,0,1479450708,""
"NayotaN",1641,1,"0000-00-00","0000-00-00",8,2,0,0,1176205400,""
"NayotaN",6023,3,"2010-01-09","0000-00-00",6,4,NA,0,1263017079,""
"NayotaN",1519,12,"0000-00-00","0000-00-00",9,2,0,0,1170475293,""
"littlemephi",27,24,"0000-00-00","0000-00-00",7,2,NA,0,1260139124,""
"NayotaN",2622,1,"0000-00-00","0000-00-00",8,2,0,0,1186398165,""
"TwitchyRyukie",8516,13,"0000-00-00","0000-00-00",0,2,NA,0,1344786582,""
"NayotaN",550,27,"2007-05-13","2015-07-13",9,2,NA,0,1436831805,""
"NayotaN",1865,11,"0000-00-00","0000-00-00",5,2,NA,0,1259680432,""
"NayotaN",2302,3,"0000-00-00","0000-00-00",9,2,0,0,1176578706,""
"NayotaN",2905,6,"0000-00-00","0000-00-00",8,2,NA,0,1259679846,""
"NayotaN",1811,2,"0000-00-00","0000-00-00",8,2,0,0,1180888785,""
"ed335dot",144,0,"0000-00-00","0000-00-00",0,6,0,0,1233038319,""
"Shin-Tsuki",874,51,"0000-00-00","0000-00-00",10,2,0,0,1395065131,""
"ed335dot",3667,12,"0000-00-00","0000-00-00",9,2,0,0,1280706651,""
"ed335dot",933,4,"0000-00-00","0000-00-00",8,2,0,0,1354827180,""
"ed335dot",4720,13,"0000-00-00","0000-00-00",8,2,0,0,1278991400,""
"ed335dot",6347,13,"0000-00-00","0000-00-00",9,2,NA,0,1270187463,""
"ed335dot",7580,1,"0000-00-00","0000-00-00",0,3,NA,0,1269832905,""
"ed335dot",1709,1,"0000-00-00","0000-00-00",6,2,0,0,1225222718,""
"katsaroulhs",9919,25,"0000-00-00","0000-00-00",6,2,0,0,1451161702,"Action, Demons, Fantasy, Shounen, Supernatural"
"ed335dot",6165,13,"0000-00-00","0000-00-00",8,2,0,0,1279101717,""
"ed335dot",9741,1,"0000-00-00","0000-00-00",8,2,NA,0,1301803581,""
"katsaroulhs",2418,1,"0000-00-00","0000-00-00",10,2,0,0,1451161217,""
"ed335dot",2357,1,"0000-00-00","0000-00-00",0,4,NA,0,1336758022,""
"ed335dot",1645,1,"0000-00-00","0000-00-00",0,1,0,0,1298856503,""
"Shin-Tsuki",3225,13,"0000-00-00","0000-00-00",9,2,0,0,1395067051,""
"littlemephi",6572,4,"0000-00-00","2010-10-11",8,2,NA,0,1286840839,""
"ed335dot",6444,25,"0000-00-00","0000-00-00",9,2,NA,0,1270012085,""
"littlemephi",13203,1,"0000-00-00","0000-00-00",0,4,NA,0,1334210965,""
"Shin-Tsuki",2324,3,"0000-00-00","0000-00-00",10,2,0,0,1394991734,""
"ed335dot",4163,2,"0000-00-00","0000-00-00",8,2,0,0,1234921904,""
"vannanabanana",9989,11,"0000-00-00","0000-00-00",8,2,NA,0,1362636098,"First time watching last ep had me in tears. Second go had me bawling."
"vannanabanana",10417,1,"0000-00-00","0000-00-00",4,2,NA,0,1366578427,"Disgraceful."
"lumanachi",23233,0,"0000-00-00","0000-00-00",0,6,0,0,1477354784,""
"antula",153,45,"0000-00-00","0000-00-00",8,2,0,0,1307731413,""
"lumanachi",10659,1,"0000-00-00","0000-00-00",7,2,0,0,1370330185,""
"NecRaul",7791,0,"0000-00-00","0000-00-00",0,6,0,0,1517445756,""
"NecRaul",9756,0,"0000-00-00","0000-00-00",0,6,0,0,1525393127,""
"lumanachi",418,1,"0000-00-00","0000-00-00",10,2,0,0,1379604564,""
"Augustinsitu",33486,25,"0000-00-00","0000-00-00",8,2,0,0,1508402916,""
"Augustinsitu",11077,3,"0000-00-00","2014-03-31",7,2,NA,0,1396334998,""
"NecRaul",7902,0,"0000-00-00","0000-00-00",0,6,0,0,1514937739,""
"Augustinsitu",392,112,"0000-00-00","0000-00-00",9,2,0,0,1339837930,""
"NecRaul",2391,0,"0000-00-00","0000-00-00",0,6,0,0,1524268158,""
"NecRaul",11757,0,"0000-00-00","0000-00-00",0,6,NA,0,1448143520,""
"lumanachi",154,64,"0000-00-00","0000-00-00",8,2,NA,0,1407727841,""
"NecRaul",4672,0,"0000-00-00","0000-00-00",0,3,0,0,1510446469,""
"lumanachi",6713,11,"0000-00-00","0000-00-00",10,2,0,0,1379604735,""
"antula",322,12,"0000-00-00","0000-00-00",7,2,0,0,1307788163,""
"antula",60,24,"0000-00-00","0000-00-00",8,2,0,0,1307918138,""
"antula",5530,25,"0000-00-00","0000-00-00",8,2,NA,0,1306971686,""
"nopls",13411,1,"0000-00-00","0000-00-00",2,2,0,0,1357163867,""
"smashwagon",721,38,"0000-00-00","2012-05-07",9,2,0,0,1336446947,""
"nopls",14289,1,"0000-00-00","0000-00-00",3,4,0,0,1357120139,""
"Rodcot",20,220,"0000-00-00","0000-00-00",8,2,0,0,1497198086,""
"El_Senpai",21881,24,"0000-00-00","0000-00-00",7,2,0,0,1434676565,""
"Jows",20,220,"0000-00-00","0000-00-00",9,2,0,0,1325967229,""
"NecRaul",33934,1,"0000-00-00","0000-00-00",5,2,0,0,1522782281,""
"MatNixx",405,0,"0000-00-00","0000-00-00",0,6,0,0,1502945100,""
"NecRaul",31374,12,"0000-00-00","0000-00-00",6,2,0,0,1509889615,""
"MatNixx",27787,12,"0000-00-00","0000-00-00",4,2,0,0,1458241537,""
"MatNixx",7311,1,"0000-00-00","0000-00-00",9,2,0,0,1458194532,""
"nopls",2263,2,"0000-00-00","0000-00-00",5,2,0,0,1357164587,""
"Chronos121",801,26,"0000-00-00","0000-00-00",0,2,NA,0,1301053078,""
"Chronos121",48,26,"0000-00-00","0000-00-00",0,2,NA,0,1300967983,""
"Jows",8425,0,"0000-00-00","0000-00-00",0,6,0,0,1336763088,""
"MatNixx",4081,13,"0000-00-00","0000-00-00",8,2,NA,0,1353294365,""
"MatNixx",30831,10,"0000-00-00","0000-00-00",9,2,0,0,1458193697,""
"nopls",644,1,"0000-00-00","0000-00-00",0,1,0,0,1357118945,""
"nopls",8792,1,"0000-00-00","0000-00-00",2,2,0,0,1357164381,""
"Jows",461,1,"0000-00-00","0000-00-00",8,2,0,0,1325969552,""
"shiba_siena123",1562,0,"0000-00-00","0000-00-00",0,6,0,0,1432872531,""
"Mangashines",427,0,"0000-00-00","0000-00-00",0,6,0,0,1482523650,"Genres: Comedy, Drama, Fantasy, Shoujo"
"smashwagon",990,0,"0000-00-00","0000-00-00",0,6,0,0,1359129460,""
"Mangashines",10490,4,"0000-00-00","0000-00-00",3,4,0,0,1471442725,""
"Fabre",204,12,"0000-00-00","0000-00-00",0,2,0,0,1202861284,""
"Mangashines",8129,0,"0000-00-00","0000-00-00",0,6,0,0,1470069365,"Source: Manga
Genres: Comedy, Josei, Slice of Life"
"MagicalXenos",23623,12,"0000-00-00","0000-00-00",9,2,0,0,1450401355,""
"smashwagon",886,0,"0000-00-00","0000-00-00",0,6,0,0,1316213704,""
"shiba_siena123",251,78,"0000-00-00","0000-00-00",8,2,0,0,1429071028,""
"Mangashines",31163,12,"0000-00-00","0000-00-00",6,2,0,0,1459595844,"An alright  show, reminds me of darker than black, which was awesome. Going to miss kyoma's dancing in the opening."
"smashwagon",9617,1,"0000-00-00","0000-00-00",10,2,NA,0,1368498828,""
"Mangashines",851,0,"0000-00-00","0000-00-00",0,6,0,0,1487335954,"Genres: Comedy, Shounen"
"MagicalXenos",31704,1,"0000-00-00","0000-00-00",6,2,0,0,1452826511,""
"Mangashines",16870,1,"0000-00-00","0000-00-00",8,2,0,0,1455839508,"Naruhina for life bro!"
"Mangashines",10161,0,"0000-00-00","0000-00-00",0,6,0,0,1483035762,"Genres: Action, Sci-Fi"
"Mangashines",10030,25,"0000-00-00","0000-00-00",9,2,0,0,1459978549,"The struggles was real, miuna wasn't the best editor but as time went up he grew and learned from his mistakes! Miyoshi and Takagi finally got married and my favourite characters got more screen time "
"Mangashines",32182,12,"0000-00-00","0000-00-00",8,2,0,0,1474915932,""
"Mangashines",28999,13,"0000-00-00","0000-00-00",8,2,0,0,1455643555,"An interesting series with high school students with super powers and lots of drama."
"smashwagon",1488,1,"0000-00-00","0000-00-00",0,3,NA,0,1348895879,""
"shiba_siena123",8142,1,"0000-00-00","0000-00-00",8,2,0,0,1439390070,""
"Amorii",329,26,"2012-11-14","2012-11-18",9,2,NA,0,1353222347,"space, sci-fi, romance"
"shiba_siena123",23121,13,"0000-00-00","0000-00-00",6,2,0,0,1429070211,""
"stellar24",5525,25,"0000-00-00","0000-00-00",5,2,NA,0,1327501055,"Complete"
"shiba_siena123",12581,1,"0000-00-00","0000-00-00",6,2,0,0,1442265752,""
"shiba_siena123",11013,12,"0000-00-00","0000-00-00",8,2,0,0,1428974296,""
"shiba_siena123",34299,1,"0000-00-00","0000-00-00",8,2,0,0,1488070857,""
"shiba_siena123",31994,13,"0000-00-00","0000-00-00",6,2,0,0,1462756171,""
"shiba_siena123",34465,1,"0000-00-00","0000-00-00",7,3,0,0,1499913108,""
"shiba_siena123",23725,3,"0000-00-00","0000-00-00",8,2,0,0,1473604932,""
"shiba_siena123",30381,1,"0000-00-00","0000-00-00",7,2,0,0,1436392986,""
"Amorii",2559,0,"0000-00-00","0000-00-00",0,6,0,0,1319268815,""
"shiba_siena123",22319,12,"0000-00-00","0000-00-00",7,2,0,0,1428977616,""
"Amorii",2904,25,"2012-12-01","2012-12-03",10,2,NA,0,1354599158,"action, fighting, clamp, school, even more awesome"
"shiba_siena123",32935,10,"0000-00-00","0000-00-00",9,2,0,0,1483133354,""
"shiba_siena123",37584,0,"0000-00-00","0000-00-00",0,6,0,0,1521980361,""
"shiba_siena123",35015,12,"0000-00-00","0000-00-00",8,2,0,0,1503516275,""
"stellar24",14267,1,"0000-00-00","0000-00-00",0,2,NA,0,1356775630,"Donwloading"
"stellar24",918,201,"0000-00-00","0000-00-00",9,2,NA,0,1273932459,"Complete"
"shiba_siena123",34019,12,"0000-00-00","0000-00-00",7,2,0,0,1497839516,""
"shiba_siena123",9741,1,"0000-00-00","0000-00-00",6,2,0,0,1435716027,""
"OneBlackAnime",416,1,"0000-00-00","0000-00-00",7,2,0,0,1364353323,""
"danomar13",28121,13,"0000-00-00","2016-08-14",9,2,0,0,1471156288,""
"Nefarious",6573,12,"2012-01-23","2012-01-27",7,2,0,0,1327698900,""
"Nefarious",147,0,"0000-00-00","0000-00-00",0,6,0,0,1408519056,""
"GymLeaderBela",4026,1,"0000-00-00","0000-00-00",0,2,NA,0,1354390988,""
"Daiyu",14645,0,"0000-00-00","0000-00-00",0,6,NA,0,1354064891,""
"Armonokiataya",449,1,"0000-00-00","0000-00-00",10,2,0,0,1195641257,""
"danomar13",3229,13,"0000-00-00","2014-02-08",7,2,0,0,1391921534,""
"Amorii",6547,13,"0000-00-00","0000-00-00",9,2,0,0,1292962472,"key, angels, sad"
"danomar13",31327,0,"0000-00-00","0000-00-00",0,6,0,0,1465779985,""
"Nefarious",237,0,"0000-00-00","0000-00-00",0,6,0,0,1327670053,""
"Nefarious",6880,12,"2011-07-16","2011-07-16",7,2,0,0,1310858653,"A pretty exciting watch, has lots of flaws, but once I started I couldn't stop watching it."
"Nefarious",2473,0,"0000-00-00","0000-00-00",0,6,0,0,1437961611,""
"GymLeaderBela",567,26,"0000-00-00","0000-00-00",10,2,NA,0,1354393510,""
"Daiyu",4752,13,"0000-00-00","0000-00-00",9,2,NA,0,1354072825,""
"danomar13",898,1,"0000-00-00","0000-00-00",8,2,0,0,1372037450,""
"GymLeaderBela",223,153,"0000-00-00","0000-00-00",0,2,NA,0,1403811302,""
"2Shea",2759,1,"0000-00-00","0000-00-00",9,2,NA,0,1275443461,""
"OneBlackAnime",2251,3,"2013-12-25","0000-00-00",0,1,NA,0,1388030527,""
"danomar13",33187,1,"0000-00-00","0000-00-00",5,2,0,0,1492988316,""
"Nefarious",17831,2,"2013-07-06","2013-07-18",5,4,NA,0,1373381645,""
"Levitan001",3782,1,"0000-00-00","0000-00-00",8,2,0,0,1360473207,""
"PixelAngel",2404,0,"0000-00-00","0000-00-00",0,6,0,0,1360328215,""
"kazutoshi9",1604,203,"0000-00-00","0000-00-00",8,2,NA,0,1420844143,""
"royzaa7",30694,93,"0000-00-00","0000-00-00",7,1,0,0,1499169012,""
"NeneNeko",2563,1,"0000-00-00","2009-08-08",10,2,0,0,1258228746,""
"NeneNeko",357,8,"0000-00-00","0000-00-00",7,2,0,0,1270309717,""
"Levitan001",32494,1,"0000-00-00","0000-00-00",0,3,0,0,1468026568,""
"NeneNeko",656,2,"0000-00-00","0000-00-00",9,2,0,0,1270309524,""
"Levitan001",877,0,"0000-00-00","0000-00-00",0,6,0,0,1347673297,""
"Matheus_lima",7791,26,"0000-00-00","0000-00-00",6,2,NA,0,1377555722,"No Storage"
"Nefarious",15117,2,"2012-10-24","2013-01-08",7,2,0,0,1357655101,""
"Levitan001",24543,0,"0000-00-00","0000-00-00",0,6,0,0,1429161988,""
"Nefarious",15879,7,"2013-06-27","2013-06-27",6,2,NA,0,1372357294,""
"Nefarious",13331,12,"2012-10-20","2013-01-01",8,2,0,0,1357079306,""
"Levitan001",10490,12,"2015-12-28","2015-12-29",8,2,NA,0,1451373073,""
"Levitan001",918,21,"2016-05-10","0000-00-00",9,1,0,0,1463546199,""
"Nefarious",28851,0,"0000-00-00","0000-00-00",0,6,0,0,1474846399,""
"Matheus_lima",14513,25,"0000-00-00","0000-00-00",7,2,NA,0,1425254726,"Aenianos"
"Matheus_lima",6573,12,"0000-00-00","0000-00-00",7,2,NA,0,1419732091,"Sakurai Fansub, Blu-ray"
"undertakenheart",2993,13,"0000-00-00","0000-00-00",6,2,NA,0,1346561108,""
"Mia98",2954,5,"0000-00-00","0000-00-00",10,2,0,0,1299748124,""
"Neko_nora",10470,1,"2015-08-05","2015-08-05",7,2,NA,0,1438763365,"Action, Demons, Fantasy, Game, Military, Special, Supernatural"
"Neko_nora",25241,0,"0000-00-00","0000-00-00",0,6,0,0,1429360758,""
"Matheus_lima",25777,12,"0000-00-00","0000-00-00",7,2,0,0,1512225990,"No Storage"
"Mikhaela1827",1042,0,"0000-00-00","0000-00-00",0,6,0,0,1495280327,""
"Mikhaela1827",27833,12,"0000-00-00","0000-00-00",0,2,0,0,1492757087,""
"Mikhaela1827",27831,12,"0000-00-00","2017-04-28",0,2,0,0,1493349500,""
"Xylokopos",9181,1,"0000-00-00","0000-00-00",2,3,NA,0,1291054618,"I don't need any more TLR, it got repetitive in the first series."
"Neko_nora",26349,13,"0000-00-00","0000-00-00",9,2,0,0,1424549858,"Comedy, Seinen, Slice of Life"
