"username","anime_id","my_watched_episodes","my_start_date","my_finish_date","my_score","my_status","my_rewatching","my_rewatching_ep","my_last_updated","my_tags"
"kennethmusicman",3455,26,"0000-00-00","0000-00-00",0,2,NA,0,1358080317,""
"Bebop",1980,4,"2016-12-04","2016-12-04",6,2,0,0,1480908826,"Sub"
"kennethmusicman",5341,12,"0000-00-00","0000-00-00",0,2,NA,0,1365756973,""
"Destruc",9756,4,"0000-00-00","0000-00-00",0,4,0,0,1461525284,""
"Gabriel_Noschang",11741,12,"0000-00-00","0000-00-00",8,2,NA,0,1427758753,""
"-y-o-s-h-",2236,1,"2017-00-00","2017-00-00",8,2,0,0,1498447986,""
"kennethmusicman",27899,12,"0000-00-00","0000-00-00",0,2,NA,0,1436531134,""
"Gigacorona",998,26,"0000-00-00","0000-00-00",7,2,0,0,1222135941,""
"Gabriel_Noschang",32681,13,"0000-00-00","0000-00-00",9,2,0,0,1466792997,""
"Bebop",33352,0,"0000-00-00","0000-00-00",0,6,0,0,1521178383,"Sub"
"kennethmusicman",9617,1,"0000-00-00","0000-00-00",0,2,0,0,1347265970,""
"Gigacorona",2986,26,"0000-00-00","0000-00-00",7,2,0,0,1248224168,""
"Gigacorona",1887,24,"0000-00-00","0000-00-00",6,2,NA,0,1256513501,""
"parallelhearts",2112,0,"0000-00-00","0000-00-00",0,6,0,0,1353730556,""
"parallelhearts",1719,2,"0000-00-00","0000-00-00",0,2,0,0,1326157542,""
"parallelhearts",4918,2,"2013-10-14","2013-10-14",8,2,NA,0,1381809580,""
"parallelhearts",6707,12,"2012-03-20","2012-03-21",7,2,NA,0,1332359239,""
"parallelhearts",9213,1,"2012-08-13","2012-08-13",7,2,NA,0,1344870455,""
"parallelhearts",76,3,"2012-09-04","0000-00-00",0,3,NA,0,1347853752,""
"IoriYagami",28805,1,"2017-03-18","2017-03-18",8,2,0,0,1489830302,""
"Lifeissohard",36038,10,"0000-00-00","0000-00-00",7,2,0,0,1518331319,""
"IoriYagami",1818,26,"0000-00-00","0000-00-00",6,2,NA,0,1306707562,""
"haeworlddd",1958,1,"0000-00-00","0000-00-00",0,2,0,0,1293943104,""
"Lifeissohard",3358,0,"0000-00-00","0000-00-00",0,6,0,0,1493988950,""
"parallelhearts",587,6,"2012-01-31","2012-02-01",7,2,NA,0,1328125804,""
"parallelhearts",24,26,"2012-08-31","2012-09-17",8,2,NA,0,1347938847,""
"Lifeissohard",32900,0,"0000-00-00","0000-00-00",0,6,0,0,1497065003,""
"haeworlddd",4654,0,"0000-00-00","0000-00-00",0,6,0,0,1301075319,""
"parallelhearts",232,0,"0000-00-00","0000-00-00",0,6,0,0,1346352476,""
"Lifeissohard",35413,2,"0000-00-00","0000-00-00",4,4,0,0,1508564669,""
"Lifeissohard",23233,12,"0000-00-00","0000-00-00",6,2,0,0,1493813568,""
"Limpi",164,1,"0000-00-00","0000-00-00",6,2,0,0,1208561501,""
"Azhazel",6880,12,"2016-04-27","2016-04-28",6,2,0,0,1461840341,""
"Sirdante",192,1,"0000-00-00","0000-00-00",6,2,0,0,1190152501,""
"parallelhearts",19759,1,"2014-06-27","2014-06-27",7,2,NA,0,1403923909,""
"parallelhearts",10671,13,"2012-07-26","2012-08-13",7,2,NA,0,1344867911,""
"Sirdante",270,13,"0000-00-00","0000-00-00",8,2,0,0,1190152104,""
"parallelhearts",22745,0,"0000-00-00","0000-00-00",0,6,NA,0,1392582829,""
"parallelhearts",33248,0,"0000-00-00","0000-00-00",0,6,0,0,1462079022,""
"parallelhearts",31741,0,"0000-00-00","0000-00-00",0,6,0,0,1456903055,""
"parallelhearts",24655,0,"0000-00-00","0000-00-00",0,6,0,0,1402715674,""
"parallelhearts",16512,4,"2013-04-04","0000-00-00",0,3,NA,0,1367016722,""
"parallelhearts",28249,18,"2015-04-13","0000-00-00",0,1,NA,0,1439264429,""
"parallelhearts",33206,3,"2017-01-12","0000-00-00",0,1,0,0,1485849719,""
"parallelhearts",31240,25,"2016-04-05","2016-09-18",9,2,0,0,1481183558,""
"parallelhearts",34392,1,"2017-01-11","0000-00-00",0,1,0,0,1484197354,""
"Kittyki",10216,13,"0000-00-00","2017-01-11",9,2,0,0,1484144446,""
"parallelhearts",30458,0,"0000-00-00","0000-00-00",0,6,0,0,1427431568,""
"parallelhearts",24913,1,"2015-02-04","2015-02-04",0,2,NA,0,1423113214,""
"parallelhearts",10391,6,"2012-08-29","2012-08-29",0,2,NA,0,1346286748,""
"parallelhearts",10338,22,"2012-08-07","2012-12-04",0,2,NA,0,1354670425,""
"Sirdante",3229,13,"0000-00-00","2008-04-13",8,2,0,0,1208095787,""
"parallelhearts",13601,22,"2012-10-11","2013-03-21",9,2,NA,0,1363889012,""
"Kriegsmarine",169,12,"0000-00-00","0000-00-00",0,2,NA,0,1304174270,""
"reddcat",916,0,"0000-00-00","0000-00-00",0,6,0,0,1264609229,""
"reddcat",2251,1,"0000-00-00","0000-00-00",6,6,NA,0,1267882514,""
"kendolli",898,1,"0000-00-00","0000-00-00",6,2,NA,0,1267908599,"Bangsian fantasy, Martial arts, Science fiction, Comedy, Super power, Shounen"
"Kriegsmarine",9513,39,"0000-00-00","0000-00-00",8,4,NA,0,1323751791," Action, Comedy, Demons, School, Shounen, Supernatural"
"reddcat",3057,0,"0000-00-00","0000-00-00",0,6,0,0,1265428909,""
"kendolli",411,1,"0000-00-00","0000-00-00",0,1,0,0,1306960563,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen"
"Kriegsmarine",9734,1,"0000-00-00","0000-00-00",0,2,NA,0,1304160742,""
"reddcat",7054,26,"0000-00-00","0000-00-00",7,2,NA,0,1285689202,""
"Sirdante",6050,1,"0000-00-00","0000-00-00",8,1,0,0,1255960888,""
"Kriegsmarine",105,13,"0000-00-00","0000-00-00",7,2,NA,0,1321623519,""
"kendolli",897,1,"0000-00-00","0000-00-00",6,2,NA,0,1267908593,"Bangsian fantasy, Martial arts, Science fiction, Comedy, Super power, Shounen"
"Kriegsmarine",10897,1,"0000-00-00","0000-00-00",5,2,NA,0,1319981048,""
"kendolli",3457,0,"0000-00-00","0000-00-00",0,6,NA,0,1267910201,"Mystery, Drama, Romance, Shoujo, Vampire, Supernatural"
"myungyare",9041,12,"0000-00-00","0000-00-00",7,2,0,0,1399932001,""
"ValeraN",154,64,"0000-00-00","0000-00-00",9,2,0,0,1308495053,""
"reddcat",9919,25,"0000-00-00","0000-00-00",8,2,NA,0,1318101480,""
"kendolli",21995,0,"0000-00-00","0000-00-00",0,6,0,0,1407828797,""
"ValeraN",724,2,"2012-01-22","2012-01-22",8,2,0,0,1327257403,""
"Sirdante",4186,24,"0000-00-00","2009-10-19",7,2,0,0,1255960427,""
"Acation",64,0,"0000-00-00","0000-00-00",0,6,0,0,1377903951,""
"Remmirath",1006,1,"0000-00-00","0000-00-00",8,2,NA,0,1312825074,""
"WishMeLuck",2001,27,"0000-00-00","0000-00-00",9,2,0,0,1272202859,"Unforgettable characters fused with non-stop action and a heart, how often do you see that? Apparently in Gurren Lagann, quite a bit."
"Artistichooves",31780,0,"0000-00-00","0000-00-00",0,6,0,0,1507718277,""
"Remmirath",31374,12,"0000-00-00","0000-00-00",8,2,NA,0,1450577005,""
"Artistichooves",22123,0,"0000-00-00","0000-00-00",0,6,0,0,1507718277,""
"Daisake",5525,25,"0000-00-00","0000-00-00",7,2,0,0,1319655978,""
"WishMeLuck",4181,24,"0000-00-00","0000-00-00",10,2,0,0,1272202593,"Not perfect by any means but this may perhaps be the greatest representation of what it means and what it \"is\" to be a family I have ever seen in any medium. Truly beautiful, truly unforgettable. A masterpiece that will take your breath away."
"Depraved-Kun",10087,0,"0000-00-00","0000-00-00",0,6,0,0,1464710515,""
"darkviola101",831,0,"0000-00-00","0000-00-00",0,4,0,0,1261522550,""
"Remmirath",22199,24,"2015-11-08","0000-00-00",8,2,NA,0,1448813150,""
"Remmirath",18229,12,"0000-00-00","0000-00-00",8,2,NA,0,1380419318,""
"Remmirath",2001,2,"0000-00-00","0000-00-00",0,6,NA,0,1370864792,""
"WishMeLuck",4382,14,"0000-00-00","0000-00-00",6,2,0,0,1272203129,"Endless Eight was pretty bad but the other couple of episodes save this from becoming a complete trainwreck."
"Artistichooves",28121,13,"0000-00-00","0000-00-00",0,2,0,0,1507718277,""
"Artistichooves",12431,0,"0000-00-00","0000-00-00",0,6,0,0,1507718277,""
"Artistichooves",13601,0,"0000-00-00","0000-00-00",0,6,0,0,1507718277,""
"felipecchi",64,0,"0000-00-00","0000-00-00",6,3,0,0,1400276673,""
"WishMeLuck",918,2,"0000-00-00","0000-00-00",0,3,NA,0,1306393753,""
"Remmirath",9513,17,"0000-00-00","0000-00-00",8,3,NA,0,1377089453,""
"climhazzard03",16706,12,"0000-00-00","0000-00-00",8,2,0,0,1379981035,""
"natures-song",18523,13,"0000-00-00","0000-00-00",5,2,NA,0,1381112581,""
"climhazzard03",28621,11,"0000-00-00","0000-00-00",8,2,0,0,1455494760,""
"climhazzard03",11887,13,"0000-00-00","0000-00-00",8,2,0,0,1350755729,""
"climhazzard03",27787,12,"0000-00-00","0000-00-00",8,2,0,0,1438207897,""
"natures-song",3655,3,"2012-07-08","0000-00-00",6,4,NA,0,1341773299,""
"natures-song",4087,7,"2013-06-22","0000-00-00",8,3,NA,0,1372641498,""
"climhazzard03",7193,0,"0000-00-00","0000-00-00",0,6,0,0,1276524598,""
"bakawingx",1691,24,"0000-00-00","0000-00-00",6,2,0,0,1207087196,""
"bakawingx",145,26,"0000-00-00","0000-00-00",7,2,0,0,1207087276,""
"werlwend",64,12,"0000-00-00","0000-00-00",8,2,0,0,1294121393,""
"bakawingx",15583,12,"0000-00-00","2013-07-30",6,2,0,0,1375232740,""
"bakawingx",1138,52,"0000-00-00","0000-00-00",5,2,0,0,1207090883,""
"bakawingx",14227,13,"0000-00-00","0000-00-00",6,2,NA,0,1399258086,""
"natures-song",1958,1,"0000-00-00","0000-00-00",5,2,NA,0,1307894931,""
"climhazzard03",53,0,"0000-00-00","0000-00-00",0,6,0,0,0,""
"climhazzard03",2404,11,"0000-00-00","0000-00-00",8,2,0,0,1231011597,""
"climhazzard03",6864,2,"0000-00-00","0000-00-00",10,2,0,0,1292354237,""
"climhazzard03",33743,12,"0000-00-00","0000-00-00",7,2,0,0,1490396229,""
"bakawingx",14131,12,"0000-00-00","2013-05-11",6,2,0,0,1368313562,""
"nighthawk741",129,2,"0000-00-00","0000-00-00",7,3,0,0,1298235244,NA
"Tamah",3956,3,"2008-04-20","2008-10-19",7,2,NA,0,1325953597,NA
"werlwend",1816,78,"0000-00-00","0000-00-00",6,2,0,0,1342588620,NA
"mzkami",9922,12,"0000-00-00","0000-00-00",10,2,0,0,1326769118,NA
"Tamah",2963,13,"2008-07-21","2008-07-24",8,2,0,0,1216901515,NA
"nighthawk741",9893,1,"0000-00-00","0000-00-00",5,4,0,0,1297056526,NA
"werlwend",21561,11,"0000-00-00","0000-00-00",8,2,0,0,1403301136,NA
"werlwend",1965,13,"0000-00-00","0000-00-00",9,2,0,0,1279110772,NA
"nighthawk741",272,0,"0000-00-00","0000-00-00",0,6,0,0,1312169718,NA
"Tamah",10945,1,"2012-07-07","2012-07-07",7,2,NA,0,1341688602,NA
"Tamah",14511,13,"2013-03-10","2013-04-01",8,2,NA,0,1364806023,NA
"watchfuleye",160,0,"0000-00-00","0000-00-00",0,6,0,0,1508124791,NA
"werlwend",28423,25,"0000-00-00","0000-00-00",9,2,0,0,1463098425,NA
"nighthawk741",11757,15,"0000-00-00","0000-00-00",8,1,NA,0,1368759355,NA
"Tamah",2030,26,"2008-08-08","2008-08-24",9,2,0,0,1219586770,NA
"nighthawk741",5593,0,"0000-00-00","0000-00-00",0,6,0,0,1295667641,NA
"werlwend",8516,13,"0000-00-00","0000-00-00",8,2,NA,0,1321771382,NA
"nighthawk741",250,50,"0000-00-00","0000-00-00",7,4,NA,0,1288226566,NA
"nighthawk741",2105,0,"0000-00-00","0000-00-00",0,1,0,0,1289796820,NA
"nighthawk741",120,26,"0000-00-00","0000-00-00",10,2,NA,0,1307334899,NA
"Fangel",3089,1,"2009-10-27","2009-11-02",8,2,0,0,1256677604,""
"Lodella",4896,0,"0000-00-00","0000-00-00",0,6,NA,0,1343292761,"Mystery, Horror, Supernatural, Psychological"
"ShiroNakamura",2602,13,"0000-00-00","0000-00-00",0,2,NA,0,1348677713,""
"ShiroNakamura",120,0,"0000-00-00","0000-00-00",0,6,0,0,1345480540,""
"ShiroNakamura",11319,12,"0000-00-00","0000-00-00",0,2,NA,0,1346939805,""
"bails649",940,14,"0000-00-00","0000-00-00",0,3,0,0,1457380043,""
"Fangel",5505,12,"2009-02-09","2009-05-11",8,2,0,0,1242049287,""
"Fangel",3848,1,"0000-00-00","2010-08-12",7,2,0,0,1281571521,""
"Mahashi",16397,8,"0000-00-00","0000-00-00",0,3,NA,0,1369489846,""
"Mahashi",9062,1,"0000-00-00","0000-00-00",9,1,NA,0,1344191537,""
"ShiroNakamura",153,45,"0000-00-00","0000-00-00",0,2,0,0,1333339567,""
"Mahashi",10715,1,"0000-00-00","0000-00-00",9,2,0,0,1393676571,""
"Lodella",3901,3,"2015-05-30","2015-05-30",8,2,NA,0,1433049540,"Action, Comedy, Mystery, Historical, Supernatural, Seinen"
"Nekochokoreto",10793,22,"0000-00-00","0000-00-00",7,2,NA,0,1360071637,""
"Mahashi",22199,24,"0000-00-00","0000-00-00",9,2,0,0,1420911980,""
"ShiroNakamura",3620,14,"0000-00-00","0000-00-00",0,2,NA,0,1347131002,""
"ShiroNakamura",14407,1,"0000-00-00","0000-00-00",0,2,NA,0,1495125215,""
"ShiroNakamura",2986,26,"0000-00-00","0000-00-00",0,2,0,0,1333337149,""
"Mahashi",1830,4,"0000-00-00","0000-00-00",8,2,NA,0,1344914358,""
"Mahashi",813,291,"0000-00-00","0000-00-00",7,2,NA,0,1277137485,""
"x_Sora",10793,4,"0000-00-00","0000-00-00",9,1,NA,0,1338321109,""
"bails649",34834,0,"0000-00-00","0000-00-00",0,6,0,0,1487355086,""
"Nachorizo",4382,3,"0000-00-00","0000-00-00",5,4,NA,0,1266318683,""
"hearts-spades",6045,0,"0000-00-00","0000-00-00",0,6,NA,0,1330157494,""
"zeran",270,13,"0000-00-00","0000-00-00",8,2,0,0,1239637530,""
"bails649",9919,25,"0000-00-00","0000-00-00",8,2,0,0,1457309935,""
"Kiranichi",199,1,"0000-00-00","0000-00-00",9,2,0,0,1261987561,""
"bails649",7590,0,"0000-00-00","0000-00-00",0,6,0,0,1458428023,""
"Remainingecho",1535,37,"0000-00-00","0000-00-00",10,2,0,0,1451750802,""
"zeran",169,12,"0000-00-00","0000-00-00",7,2,0,0,1239628279,""
"bails649",2993,13,"0000-00-00","0000-00-00",8,2,0,0,1457446362,""
"zeran",909,13,"0000-00-00","0000-00-00",6,2,0,0,1239592587,""
"Kiranichi",376,1,"0000-00-00","0000-00-00",0,2,0,0,1221227684,""
"zeran",56,13,"0000-00-00","0000-00-00",6,2,0,0,1239577351,""
"x_Sora",6127,0,"0000-00-00","0000-00-00",0,6,NA,0,1328651999,""
"Nachorizo",405,1,"0000-00-00","0000-00-00",7,2,NA,0,1262596292,""
"x_Sora",11933,0,"0000-00-00","0000-00-00",0,6,0,0,1352574923,""
"x_Sora",2403,5,"0000-00-00","0000-00-00",9,1,NA,0,1356087622,""
"bails649",32566,0,"0000-00-00","0000-00-00",0,6,0,0,1463198246,""
"bails649",11013,0,"0000-00-00","0000-00-00",0,6,0,0,1459645165,""
"Tsuui",1535,37,"0000-00-00","0000-00-00",9,2,NA,0,1327802284,"Politicamente correto e eu não gosto disso!"
"Pewpers",138,8,"0000-00-00","0000-00-00",7,2,0,0,1193981503,""
"Karez",9253,5,"0000-00-00","0000-00-00",0,1,0,0,1335885707,""
"hearts-spades",32681,0,"0000-00-00","0000-00-00",0,6,0,0,1455505898,""
"hipernova",17389,0,"0000-00-00","0000-00-00",0,6,NA,0,1419637805,""
"tack",30,26,"0000-00-00","0000-00-00",6,2,0,0,1252933041,""
"Tsuui",76,0,"0000-00-00","0000-00-00",0,6,NA,0,1330746069,""
"hearts-spades",8675,0,"0000-00-00","0000-00-00",0,6,0,0,1332128911,""
"Mentria",9996,0,"0000-00-00","0000-00-00",0,6,0,0,1522498738,""
"hearts-spades",34839,0,"0000-00-00","0000-00-00",0,1,0,0,1522005764,""
"Yuenku",8476,0,"0000-00-00","0000-00-00",0,6,0,0,1317183316,""
"Pewpers",5,1,"0000-00-00","0000-00-00",8,2,NA,0,1195192136,""
"Tsuui",2563,1,"0000-00-00","0000-00-00",1,2,NA,0,1344030366,"Coisa chata do baralho"
"Pandaryu",11597,0,"0000-00-00","0000-00-00",0,6,0,0,1341309097,""
"hipernova",227,1,"0000-00-00","0000-00-00",0,4,NA,0,1227356824,""
"waypastlame",12437,0,"0000-00-00","0000-00-00",0,6,0,0,1469121530,""
"Tsuui",777,10,"0000-00-00","0000-00-00",9,2,NA,0,1368912945,""
"hearts-spades",32668,1,"2016-02-14","2016-02-14",8,2,0,0,1455505615,""
"hearts-spades",19811,0,"0000-00-00","0000-00-00",0,3,0,0,1456806159,""
"Pewpers",32188,1,"0000-00-00","0000-00-00",9,2,0,0,1454049152,""
"Nihi",18507,1,"0000-00-00","0000-00-00",3,4,0,0,1379852898,""
"Tsuui",6573,0,"0000-00-00","0000-00-00",0,6,NA,0,1372541968,""
"Ryenn",23321,25,"0000-00-00","0000-00-00",9,2,NA,0,1439176396,""
"Nihi",32438,2,"0000-00-00","0000-00-00",0,1,0,0,1461769477,""
"Ryenn",11665,0,"0000-00-00","0000-00-00",0,6,NA,0,1419973850,""
"Rynegawa",31588,0,"0000-00-00","0000-00-00",0,6,0,0,1516965660,""
"JHyunLover",21,0,"0000-00-00","0000-00-00",9,1,0,0,1188167805,""
"Tsuui",11757,5,"0000-00-00","0000-00-00",0,3,NA,0,1355495126,""
"Ryenn",476,12,"0000-00-00","0000-00-00",9,2,0,0,1341443962,""
"Ryenn",1912,0,"0000-00-00","0000-00-00",0,6,0,0,1373526151,""
"Tsuui",19191,0,"0000-00-00","0000-00-00",0,6,NA,0,1372542968,""
"JHyunLover",845,51,"0000-00-00","0000-00-00",9,2,0,0,1188167655,""
"drowse",513,1,"2011-01-16","2011-01-16",9,2,NA,0,1295391946,""
"Ryenn",1117,1,"0000-00-00","0000-00-00",9,2,0,0,1322877789,""
"drowse",6747,0,"0000-00-00","0000-00-00",0,6,0,0,1262800413,""
"EnderVargas",2966,13,"0000-00-00","0000-00-00",10,2,NA,0,1355284913,""
"Tsuui",4280,1,"0000-00-00","0000-00-00",7,2,0,0,1372722911,""
"EnderVargas",11111,12,"0000-00-00","0000-00-00",6,2,0,0,1465958441,""
"drowse",10418,0,"0000-00-00","0000-00-00",0,6,0,0,1309813027,""
"Ryenn",14123,1,"0000-00-00","0000-00-00",0,2,0,0,1340902999,""
"SAMOAK",782,0,"0000-00-00","0000-00-00",0,6,0,0,1344754015,""
"mikmikmikmikmik",21105,10,"0000-00-00","0000-00-00",7,2,NA,0,1446986514,""
"Cherry-Life",26243,0,"0000-00-00","0000-00-00",0,6,0,0,1514072300,""
"SAMOAK",6547,13,"2011-08-10","2011-08-16",10,2,0,0,1313532021,""
"Cherry-Life",36094,12,"2018-01-12","2018-03-30",6,2,0,0,1522446987,"Predicted Rating: 8
Highest Potential Rating: 9
Lowest Potential Rating: 6"
"mikmikmikmikmik",30240,1,"0000-00-00","0000-00-00",0,4,NA,0,1446986109,""
"RotvyOckikano",37027,0,"0000-00-00","0000-00-00",0,6,0,0,1515733875,""
"RotvyOckikano",185,26,"2015-07-05","2015-12-27",9,2,0,0,1504252436,""
"narunetto",2236,1,"0000-00-00","0000-00-00",10,2,0,0,1207187981,""
"narunetto",59,26,"0000-00-00","0000-00-00",5,2,0,0,1207187845,""
"Cherry-Life",5365,1,"0000-00-00","0000-00-00",0,2,0,0,1518220961,""
"Cherry-Life",37451,0,"0000-00-00","0000-00-00",0,6,0,0,1520818330,""
"Cherry-Life",22729,0,"0000-00-00","0000-00-00",0,6,0,0,1518732783,""
"Cherry-Life",2923,0,"0000-00-00","0000-00-00",0,6,0,0,1518729797,""
"mikmikmikmikmik",408,1,"0000-00-00","0000-00-00",7,2,0,0,0,""
"Cherry-Life",37498,0,"0000-00-00","0000-00-00",0,6,0,0,1525006385,""
"kounotori",10087,0,"0000-00-00","0000-00-00",0,6,0,0,1483457473,""
"RotvyOckikano",27899,12,"0000-00-00","0000-00-00",6,2,0,0,1503482410,""
"CamilleLuvsHoho",228,0,"0000-00-00","0000-00-00",0,6,0,0,1285479908,""
"mikmikmikmikmik",202,26,"0000-00-00","0000-00-00",7,2,0,0,0,""
"Jario",3354,2,"0000-00-00","0000-00-00",8,2,NA,0,1268821151,""
"IPTN",16067,1,"2013-10-18","0000-00-00",0,1,NA,0,1382074320,""
"Jario",317,1,"0000-00-00","0000-00-00",0,2,NA,0,1266513505,""
"IPTN",23309,0,"0000-00-00","0000-00-00",0,6,NA,0,1401176866,""
"mmeidiana",17259,1,"0000-00-00","0000-00-00",7,2,0,0,1374321669,""
"IPTN",11743,1,"2013-09-03","2013-09-03",9,2,NA,0,1378434202,""
"Stormgrid",24133,12,"0000-00-00","0000-00-00",0,2,0,0,1506249370,""
"Jario",1889,24,"0000-00-00","0000-00-00",8,2,NA,0,1266513670,""
"Stormgrid",34902,0,"0000-00-00","0000-00-00",0,6,0,0,1506857682,""
"Invisius",270,0,"0000-00-00","0000-00-00",0,6,0,0,1373312335,""
"sargex",14967,12,"0000-00-00","0000-00-00",10,2,0,0,1507297049,""
"sargex",34161,1,"2017-10-09","2017-10-09",1,2,0,0,1507575370,""
"Jario",461,1,"0000-00-00","0000-00-00",10,2,0,0,1295971469,""
"IPTN",21177,3,"2014-05-28","0000-00-00",0,1,0,0,1401264056,""
"Frau_Nebel",537,1,"0000-00-00","0000-00-00",10,2,0,0,1190923257,""
"Jario",4884,26,"0000-00-00","0000-00-00",8,2,0,0,1266516296,""
"IPTN",24833,6,"2017-02-20","0000-00-00",0,1,0,0,1489481880,""
"IPTN",14227,13,"2012-12-09","2012-12-24",10,2,NA,0,1356656459,""
"IPTN",202,26,"2012-06-14","2012-06-15",7,2,NA,0,1339739859,""
"Frau_Nebel",741,1,"0000-00-00","0000-00-00",10,2,0,0,1190923162,""
"jack-Beam",16001,4,"0000-00-00","0000-00-00",0,2,0,0,1404596930,NA
"Jario",9253,24,"0000-00-00","0000-00-00",10,2,0,0,1448897483,NA
"deadkidspeaking",3588,51,"0000-00-00","0000-00-00",9,2,0,0,1367647375,NA
"jack-Beam",31848,12,"0000-00-00","0000-00-00",0,2,0,0,1458990198,NA
"Amuya",1530,1,"0000-00-00","0000-00-00",0,1,0,0,1263745386,NA
"Amuya",507,2,"0000-00-00","0000-00-00",5,2,0,0,1249825960,NA
"deadkidspeaking",2159,0,"0000-00-00","0000-00-00",0,6,0,0,1426399327,NA
"deadkidspeaking",30795,0,"0000-00-00","0000-00-00",0,6,0,0,1473957874,NA
"Jario",13367,12,"0000-00-00","0000-00-00",8,2,0,0,1349158477,NA
"jack-Beam",9253,24,"0000-00-00","0000-00-00",10,2,0,0,1400005994,NA
"jack-Beam",34881,12,"0000-00-00","0000-00-00",0,2,0,0,1505942610,NA
"Jario",23289,12,"0000-00-00","0000-00-00",8,2,0,0,1523510032,NA
"jack-Beam",4896,10,"0000-00-00","0000-00-00",0,1,NA,0,1428758448,NA
"deadkidspeaking",33028,11,"0000-00-00","0000-00-00",3,2,0,0,1474554999,NA
"RjOkami",572,1,"0000-00-00","0000-00-00",0,2,0,0,1245595457,NA
"Jario",15117,2,"0000-00-00","0000-00-00",10,2,0,0,1361794003,NA
"deadkidspeaking",24625,2,"0000-00-00","0000-00-00",7,1,0,0,1514730567,NA
"jack-Beam",33032,1,"0000-00-00","0000-00-00",0,2,0,0,1475876469,NA
"jack-Beam",32829,26,"0000-00-00","0000-00-00",0,2,0,0,1490828646,NA
"Jario",8426,0,"0000-00-00","0000-00-00",0,1,0,0,1298142211,NA
"purplepinapples",320,0,"0000-00-00","0000-00-00",0,4,0,0,1516145425,"hentai; dropped"
"Jotapelixo",11633,10,"0000-00-00","0000-00-00",7,2,0,0,1518658094,"um bom anime pra se divertir"
"Skitungen2",6747,0,"0000-00-00","0000-00-00",0,6,0,0,1349511460,""
"Skitungen2",11597,0,"0000-00-00","0000-00-00",0,6,0,0,1344062188,""
"RjOkami",6707,0,"0000-00-00","0000-00-00",0,6,0,0,1296425363,""
"RjOkami",12115,1,"0000-00-00","0000-00-00",0,2,0,0,1469182352,""
"Skitungen2",9751,0,"0000-00-00","0000-00-00",0,6,0,0,1345113876,""
"Skitungen2",1387,5,"2012-08-12","0000-00-00",4,3,NA,0,1351022038,"Gross, vomited"
"Skitungen2",10790,10,"2012-03-03","2012-03-05",8,2,0,0,1341995266,""
"RjOkami",36038,10,"0000-00-00","0000-00-00",10,2,0,0,1513187660,""
"Jotapelixo",35247,7,"0000-00-00","0000-00-00",10,2,0,0,1518759768,"Oshino Meme obrigado por ter feito o que fez"
"RjOkami",11741,12,"0000-00-00","0000-00-00",10,2,NA,0,1361602430,""
"purplepinapples",270,0,"0000-00-00","0000-00-00",0,4,0,0,1476957985,"dropped by relation"
"RjOkami",3761,26,"0000-00-00","0000-00-00",10,2,0,0,1261695465,""
"Skitungen2",4382,14,"2011-10-15","2011-10-22",7,2,NA,0,1342693055,""
"purplepinapples",279,1,"2017-09-14","0000-00-00",5,4,0,0,1505378211,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural, dub"
"clannad187",7311,1,"0000-00-00","0000-00-00",0,2,0,0,1343274983,""
"RjOkami",4874,1,"0000-00-00","0000-00-00",0,2,0,0,1245604762,""
"Skitungen2",9936,0,"0000-00-00","0000-00-00",0,6,0,0,1345573775,""
"Skitungen2",12189,0,"0000-00-00","0000-00-00",0,6,0,0,1345211322,""
"purplepinapples",1489,0,"0000-00-00","0000-00-00",0,4,0,0,1486879863,"dropped by relation"
"purplepinapples",1364,0,"0000-00-00","0000-00-00",0,3,0,0,1478821227,"Adventure, Comedy, Mystery, Police, Shounen"
"purplepinapples",1741,0,"0000-00-00","0000-00-00",0,4,0,0,1476783577,"dropped by relation"
"purplepinapples",656,0,"0000-00-00","0000-00-00",0,4,0,0,1477175565,"dropped by relation"
"purplepinapples",2344,0,"0000-00-00","0000-00-00",0,4,0,0,1516147819,"hentai; dropped"
"purplepinapples",1620,0,"2017-10-26","0000-00-00",3,4,0,0,1486187588,"Action, Adventure, Comedy, Sci-Fi, Shounen, Space, dub"
"purplepinapples",1572,0,"0000-00-00","0000-00-00",0,4,0,0,1485679191,"dropped by relation"
"purplepinapples",604,1,"2017-09-12","0000-00-00",4,4,0,0,1505205428,"Comedy, Drama, Magic, Music, Romance, Shoujo, dub"
"purplepinapples",2032,0,"2017-10-30","0000-00-00",4,4,0,0,1486188898,"Action, Adventure, Comedy, Drama, Fantasy, Historical, sub"
"purplepinapples",1418,0,"0000-00-00","0000-00-00",0,3,0,0,1477893099,"Action, Adventure, Comedy, Mystery, Shounen"
"purplepinapples",2071,0,"0000-00-00","0000-00-00",0,4,0,0,1486249164,"dropped by relation"
"purplepinapples",455,1,"2017-09-01","0000-00-00",7,3,0,0,1504328062,"Adventure, Fantasy, Mystery, Romance, Sci-Fi, sub"
"purplepinapples",2145,0,"0000-00-00","0000-00-00",0,4,0,0,1516146490,"hentai; dropped"
"purplepinapples",965,0,"2017-09-26","0000-00-00",3,4,0,0,1486880095,"Comedy, Fantasy, Slice of Life, sub"
